episode,step,ego_speed,ttc_left,ttc_center,ttc_right,action,reward,done,truncated,crashed,trip_time
0,0,25.0,4.0,10.0,1.0,4.0,0.0,False,False,False,0.0
0,1,21.0,10.0,10.0,1.0,4.0,0.7561184312834853,False,False,False,1.0
0,2,20.0,10.0,10.0,1.0,4.0,0.7372270384978186,False,False,False,2.0
0,3,20.0,10.0,10.0,1.0,4.0,0.7339987217350469,False,False,False,3.0
0,4,20.0,10.0,10.0,1.0,4.0,0.7334470403826429,False,False,False,4.0
0,5,20.0,10.0,10.0,1.0,4.0,0.7333527645302543,False,False,False,5.0
0,6,20.0,10.0,10.0,1.0,4.0,0.7333366538962719,False,False,False,6.0
0,7,20.0,10.0,10.0,1.0,4.0,0.7333339007784718,False,False,False,7.0
0,8,20.0,10.0,10.0,1.0,4.0,0.7333334303030313,False,False,False,8.0
0,9,20.0,10.0,10.0,1.0,4.0,0.7333333499043139,False,False,False,9.0
0,10,20.0,10.0,10.0,1.0,4.0,0.733333336165119,False,False,False,10.0
0,11,20.0,10.0,10.0,1.0,4.0,0.7333333338172522,False,False,False,11.0
0,12,20.0,10.0,10.0,1.0,4.0,0.7333333334160294,False,False,False,12.0
0,13,20.0,10.0,10.0,1.0,4.0,0.7333333333474651,False,False,False,13.0
0,14,20.0,10.0,10.0,1.0,4.0,0.7333333333357482,False,False,False,14.0
0,15,20.0,10.0,10.0,1.0,4.0,0.733333333333746,False,False,False,15.0
0,16,20.0,10.0,10.0,1.0,4.0,0.7333333333334039,False,False,False,16.0
0,17,20.0,10.0,10.0,1.0,4.0,0.7333333333333454,False,False,False,17.0
0,18,20.0,10.0,10.0,1.0,4.0,0.7333333333333355,False,False,False,18.0
0,19,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,19.0
0,20,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,20.0
0,21,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,21.0
0,22,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,22.0
0,23,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,23.0
0,24,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,24.0
0,25,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,25.0
0,26,20.0,10.0,10.0,1.0,4.0,0.7333333333333337,False,False,False,26.0
