episode,step,ego_speed,ttc_left,ttc_center,ttc_right,action,reward,done,truncated,crashed,trip_time
0,0,25.0,4.0,10.0,1.0,1.0,0.0,False,False,False,0.0
0,1,25.0,10.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,1.0
0,2,25.0,10.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,2.0
0,3,25.0,9.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,3.0
0,4,25.0,8.0,9.0,1.0,1.0,0.8666666666666667,False,False,False,4.0
0,5,25.0,7.0,7.0,1.0,1.0,0.8666666666666667,False,False,False,5.0
0,6,25.0,6.0,6.0,1.0,1.0,0.8666666666666667,False,False,False,6.0
0,7,25.0,4.0,5.0,1.0,1.0,0.8666666666666667,False,False,False,7.0
0,8,25.0,3.0,5.0,1.0,1.0,0.8666666666666667,False,False,False,8.0
0,9,25.0,2.0,4.0,1.0,1.0,0.8666666666666667,False,False,False,9.0
0,10,25.0,1.0,3.0,1.0,1.0,0.8666666666666667,False,False,False,10.0
0,11,25.0,1.0,2.0,1.0,4.0,0.8666666666666667,False,False,False,11.0
0,12,21.0,4.0,10.0,1.0,1.0,0.7561184312834853,False,False,False,12.0
0,13,20.0,4.0,10.0,1.0,1.0,0.7372270384978186,False,False,False,13.0
0,14,20.0,3.0,10.0,1.0,1.0,0.7339987217350469,False,False,False,14.0
0,15,20.0,2.0,10.0,1.0,1.0,0.7334470403826429,False,False,False,15.0
0,16,20.0,1.0,10.0,1.0,1.0,0.7333527645302543,False,False,False,16.0
0,17,20.0,10.0,10.0,1.0,1.0,0.7333366538962719,False,False,False,17.0
0,18,20.0,10.0,10.0,1.0,1.0,0.7333339007784718,False,False,False,18.0
0,19,20.0,10.0,10.0,1.0,1.0,0.7333334303030313,False,False,False,19.0
0,20,20.0,10.0,10.0,1.0,1.0,0.7333333499043139,False,False,False,20.0
0,21,20.0,10.0,10.0,1.0,1.0,0.733333336165119,False,False,False,21.0
0,22,20.0,10.0,10.0,1.0,1.0,0.7333333338172522,False,False,False,22.0
0,23,20.0,10.0,10.0,1.0,1.0,0.7333333334160294,False,False,False,23.0
0,24,20.0,10.0,10.0,1.0,1.0,0.7333333333474651,False,False,False,24.0
0,25,20.0,10.0,10.0,1.0,1.0,0.7333333333357482,False,False,False,25.0
0,26,20.0,10.0,10.0,1.0,1.0,0.733333333333746,False,False,False,26.0
0,27,20.0,10.0,10.0,1.0,1.0,0.7333333333334039,False,False,False,27.0
0,28,20.0,10.0,10.0,1.0,1.0,0.7333333333333454,False,False,False,28.0
0,29,20.0,10.0,10.0,1.0,1.0,0.7333333333333355,False,False,False,29.0
0,30,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,30.0
0,31,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,31.0
0,32,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,32.0
0,33,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,33.0
0,34,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,34.0
0,35,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,35.0
0,36,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,36.0
0,37,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,37.0
0,38,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,38.0
0,39,20.0,10.0,10.0,1.0,1.0,0.7333333333333337,False,False,False,39.0
0,40,20.0,10.0,10.0,1.0,,0.7333333333333337,False,True,False,40.0
1,0,25.0,10.0,10.0,5.0,1.0,0.0,False,False,False,0.0
1,1,25.0,10.0,9.0,4.0,1.0,0.8222222222222223,False,False,False,1.0
1,2,25.0,7.0,10.0,3.0,1.0,0.8222222222222223,False,False,False,2.0
1,3,25.0,6.0,10.0,2.0,1.0,0.8222222222222223,False,False,False,3.0
1,4,25.0,5.0,10.0,1.0,1.0,0.8222222222222223,False,False,False,4.0
1,5,25.0,4.0,10.0,1.0,1.0,0.8222222222222223,False,False,False,5.0
1,6,25.0,3.0,10.0,1.0,1.0,0.8222222222222223,False,False,False,6.0
1,7,25.0,2.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,7.0
1,8,25.0,1.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,8.0
1,9,25.0,1.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,9.0
1,10,25.0,1.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,10.0
1,11,25.0,8.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,11.0
1,12,25.0,7.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,12.0
1,13,25.0,7.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,13.0
1,14,25.0,6.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,14.0
1,15,25.0,5.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,15.0
1,16,25.0,4.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,16.0
1,17,25.0,3.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,17.0
1,18,25.0,2.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,18.0
1,19,25.0,1.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,19.0
1,20,25.0,1.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,20.0
1,21,25.0,1.0,10.0,10.0,1.0,0.8222222222222223,False,False,False,21.0
1,22,25.0,10.0,10.0,9.0,1.0,0.8222222222222223,False,False,False,22.0
1,23,25.0,10.0,10.0,8.0,1.0,0.8222222222222223,False,False,False,23.0
1,24,25.0,10.0,10.0,7.0,1.0,0.8222222222222223,False,False,False,24.0
1,25,25.0,10.0,10.0,6.0,1.0,0.8222222222222223,False,False,False,25.0
1,26,25.0,10.0,10.0,5.0,1.0,0.8222222222222223,False,False,False,26.0
1,27,25.0,10.0,10.0,4.0,1.0,0.8222222222222223,False,False,False,27.0
1,28,25.0,10.0,10.0,3.0,1.0,0.8222222222222223,False,False,False,28.0
1,29,25.0,10.0,10.0,2.0,1.0,0.8222222222222223,False,False,False,29.0
1,30,25.0,10.0,9.0,1.0,1.0,0.8222222222222223,False,False,False,30.0
1,31,25.0,10.0,8.0,1.0,1.0,0.8222222222222223,False,False,False,31.0
1,32,25.0,10.0,7.0,2.0,1.0,0.8222222222222223,False,False,False,32.0
1,33,25.0,10.0,6.0,1.0,1.0,0.8222222222222223,False,False,False,33.0
1,34,25.0,9.0,5.0,10.0,1.0,0.8222222222222223,False,False,False,34.0
1,35,25.0,8.0,4.0,10.0,1.0,0.8222222222222223,False,False,False,35.0
1,36,25.0,7.0,3.0,10.0,1.0,0.8222222222222223,False,False,False,36.0
1,37,25.0,6.0,2.0,10.0,2.0,0.8222222222222223,False,False,False,37.0
1,38,25.0,1.0,10.0,2.0,1.0,0.8429569908025046,False,False,False,38.0
1,39,25.0,1.0,10.0,1.0,1.0,0.844433010432835,False,False,False,39.0
1,40,25.0,1.0,10.0,1.0,,0.8444443869856005,False,True,False,40.0
2,0,25.0,10.0,10.0,1.0,1.0,0.0,False,False,False,0.0
2,1,25.0,8.0,9.0,1.0,1.0,0.8666666666666667,False,False,False,1.0
2,2,25.0,6.0,8.0,1.0,1.0,0.8666666666666667,False,False,False,2.0
2,3,25.0,5.0,7.0,1.0,1.0,0.8666666666666667,False,False,False,3.0
2,4,25.0,4.0,6.0,1.0,1.0,0.8666666666666667,False,False,False,4.0
2,5,25.0,3.0,5.0,1.0,1.0,0.8666666666666667,False,False,False,5.0
2,6,25.0,3.0,4.0,1.0,1.0,0.8666666666666667,False,False,False,6.0
2,7,25.0,2.0,3.0,1.0,1.0,0.8666666666666667,False,False,False,7.0
2,8,25.0,1.0,1.0,1.0,4.0,0.8666666666666667,False,False,False,8.0
2,9,21.0,10.0,10.0,1.0,1.0,0.7561184312834853,False,False,False,9.0
2,10,20.0,4.0,3.0,1.0,1.0,0.7372270384978186,False,False,False,10.0
2,11,20.0,3.0,1.0,1.0,4.0,0.7339987217350469,False,False,False,11.0
2,12,15.0,1.0,1.0,1.0,,0.06666666666666665,True,False,True,12.0
3,0,25.0,10.0,10.0,1.0,1.0,0.0,False,False,False,0.0
3,1,25.0,6.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,1.0
3,2,25.0,5.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,2.0
3,3,25.0,4.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,3.0
3,4,25.0,3.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,4.0
3,5,25.0,2.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,5.0
3,6,25.0,1.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,6.0
3,7,25.0,1.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,7.0
3,8,25.0,1.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,8.0
3,9,25.0,8.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,9.0
3,10,25.0,7.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,10.0
3,11,25.0,6.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,11.0
3,12,25.0,5.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,12.0
3,13,25.0,4.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,13.0
3,14,25.0,3.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,14.0
3,15,25.0,2.0,10.0,1.0,1.0,0.8666666666666667,False,False,False,15.0
3,16,25.0,1.0,9.0,1.0,1.0,0.8666666666666667,False,False,False,16.0
3,17,25.0,1.0,8.0,1.0,1.0,0.8666666666666667,False,False,False,17.0
3,18,25.0,1.0,7.0,1.0,1.0,0.8666666666666667,False,False,False,18.0
3,19,25.0,10.0,6.0,1.0,1.0,0.8666666666666667,False,False,False,19.0
3,20,25.0,10.0,5.0,1.0,1.0,0.8666666666666667,False,False,False,20.0
3,21,25.0,9.0,4.0,1.0,1.0,0.8666666666666667,False,False,False,21.0
3,22,25.0,8.0,3.0,1.0,1.0,0.8666666666666667,False,False,False,22.0
3,23,25.0,7.0,2.0,1.0,4.0,0.8666666666666667,False,False,False,23.0
3,24,21.0,10.0,10.0,1.0,1.0,0.7561184312834853,False,False,False,24.0
3,25,20.0,10.0,10.0,1.0,1.0,0.7372270384978186,False,False,False,25.0
3,26,20.0,10.0,10.0,1.0,1.0,0.7339987217350469,False,False,False,26.0
3,27,20.0,10.0,10.0,1.0,1.0,0.7334470403826429,False,False,False,27.0
3,28,20.0,10.0,10.0,1.0,1.0,0.7333527645302543,False,False,False,28.0
3,29,20.0,10.0,10.0,1.0,1.0,0.7333366538962719,False,False,False,29.0
3,30,20.0,10.0,10.0,1.0,1.0,0.7333339007784718,False,False,False,30.0
3,31,20.0,10.0,10.0,1.0,1.0,0.7333334303030313,False,False,False,31.0
3,32,20.0,10.0,10.0,1.0,1.0,0.7333333499043139,False,False,False,32.0
3,33,20.0,10.0,10.0,1.0,1.0,0.733333336165119,False,False,False,33.0
3,34,20.0,10.0,10.0,1.0,1.0,0.7333333338172522,False,False,False,34.0
3,35,20.0,10.0,10.0,1.0,1.0,0.7333333334160294,False,False,False,35.0
3,36,20.0,10.0,10.0,1.0,1.0,0.7333333333474651,False,False,False,36.0
3,37,20.0,10.0,10.0,1.0,1.0,0.7333333333357482,False,False,False,37.0
3,38,20.0,10.0,10.0,1.0,1.0,0.733333333333746,False,False,False,38.0
3,39,20.0,10.0,10.0,1.0,1.0,0.7333333333334039,False,False,False,39.0
3,40,20.0,10.0,10.0,1.0,,0.7333333333333454,False,True,False,40.0
4,0,25.0,10.0,10.0,10.0,1.0,0.0,False,False,False,0.0
4,1,25.0,5.0,10.0,6.0,1.0,0.8444444444444444,False,False,False,1.0
4,2,25.0,5.0,10.0,4.0,1.0,0.8444444444444444,False,False,False,2.0
4,3,25.0,4.0,10.0,3.0,1.0,0.8444444444444444,False,False,False,3.0
4,4,25.0,4.0,10.0,2.0,1.0,0.8444444444444444,False,False,False,4.0
4,5,25.0,3.0,10.0,1.0,1.0,0.8444444444444444,False,False,False,5.0
4,6,25.0,2.0,10.0,1.0,1.0,0.8444444444444444,False,False,False,6.0
4,7,25.0,1.0,10.0,2.0,1.0,0.8444444444444444,False,False,False,7.0
4,8,25.0,1.0,10.0,1.0,1.0,0.8444444444444444,False,False,False,8.0
4,9,25.0,1.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,9.0
4,10,25.0,10.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,10.0
4,11,25.0,9.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,11.0
4,12,25.0,8.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,12.0
4,13,25.0,7.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,13.0
4,14,25.0,6.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,14.0
4,15,25.0,5.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,15.0
4,16,25.0,4.0,10.0,9.0,1.0,0.8444444444444444,False,False,False,16.0
4,17,25.0,3.0,10.0,7.0,1.0,0.8444444444444444,False,False,False,17.0
4,18,25.0,2.0,10.0,6.0,1.0,0.8444444444444444,False,False,False,18.0
4,19,25.0,1.0,9.0,5.0,1.0,0.8444444444444444,False,False,False,19.0
4,20,25.0,1.0,8.0,4.0,1.0,0.8444444444444444,False,False,False,20.0
4,21,25.0,1.0,7.0,3.0,1.0,0.8444444444444444,False,False,False,21.0
4,22,25.0,10.0,6.0,2.0,1.0,0.8444444444444444,False,False,False,22.0
4,23,25.0,10.0,5.0,1.0,1.0,0.8444444444444444,False,False,False,23.0
4,24,25.0,9.0,4.0,1.0,1.0,0.8444444444444444,False,False,False,24.0
4,25,25.0,8.0,3.0,2.0,1.0,0.8444444444444444,False,False,False,25.0
4,26,25.0,7.0,2.0,1.0,4.0,0.8444444444444444,False,False,False,26.0
4,27,21.0,10.0,10.0,2.0,1.0,0.7338962090612631,False,False,False,27.0
4,28,20.0,10.0,10.0,1.0,1.0,0.7150048162755963,False,False,False,28.0
4,29,20.0,10.0,10.0,1.0,1.0,0.7117764995128245,False,False,False,29.0
4,30,20.0,10.0,10.0,7.0,1.0,0.7112248181604207,False,False,False,30.0
4,31,20.0,10.0,10.0,6.0,1.0,0.7111305423080322,False,False,False,31.0
4,32,20.0,10.0,10.0,6.0,1.0,0.7111144316740498,False,False,False,32.0
4,33,20.0,10.0,10.0,5.0,1.0,0.7111116785562497,False,False,False,33.0
4,34,20.0,10.0,10.0,4.0,1.0,0.711111208080809,False,False,False,34.0
4,35,20.0,10.0,10.0,3.0,1.0,0.7111111276820915,False,False,False,35.0
4,36,20.0,10.0,10.0,2.0,1.0,0.7111111139428967,False,False,False,36.0
4,37,20.0,10.0,10.0,1.0,1.0,0.71111111159503,False,False,False,37.0
4,38,20.0,10.0,10.0,10.0,1.0,0.7111111111938072,False,False,False,38.0
4,39,20.0,10.0,10.0,10.0,1.0,0.711111111125243,False,False,False,39.0
4,40,20.0,10.0,10.0,10.0,,0.7111111111135261,False,True,False,40.0
5,0,25.0,10.0,10.0,7.0,1.0,0.0,False,False,False,0.0
5,1,25.0,8.0,10.0,5.0,1.0,0.8444444444444444,False,False,False,1.0
5,2,25.0,5.0,10.0,4.0,1.0,0.8444444444444444,False,False,False,2.0
5,3,25.0,5.0,10.0,3.0,1.0,0.8444444444444444,False,False,False,3.0
5,4,25.0,5.0,10.0,2.0,1.0,0.8444444444444444,False,False,False,4.0
5,5,25.0,4.0,10.0,1.0,1.0,0.8444444444444444,False,False,False,5.0
5,6,25.0,3.0,10.0,1.0,1.0,0.8444444444444444,False,False,False,6.0
5,7,25.0,3.0,10.0,1.0,1.0,0.8444444444444444,False,False,False,7.0
5,8,25.0,2.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,8.0
5,9,25.0,1.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,9.0
5,10,25.0,1.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,10.0
5,11,25.0,1.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,11.0
5,12,25.0,10.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,12.0
5,13,25.0,10.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,13.0
5,14,25.0,10.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,14.0
5,15,25.0,10.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,15.0
5,16,25.0,10.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,16.0
5,17,25.0,9.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,17.0
5,18,25.0,8.0,10.0,10.0,1.0,0.8444444444444444,False,False,False,18.0
5,19,25.0,7.0,10.0,9.0,1.0,0.8444444444444444,False,False,False,19.0
5,20,25.0,6.0,10.0,8.0,1.0,0.8444444444444444,False,False,False,20.0
