episode,step,ego_speed,ttc_left,ttc_center,ttc_right,action,reward,done,truncated,crashed,trip_time
0,0,25.0,5.0,10.0,1.0,4.0,0.0,False,False,False,0.0
0,1,21.0,4.0,10.0,1.0,4.0,0.750891632373114,False,False,False,1.0
0,2,20.0,3.0,10.0,1.0,4.0,0.735645537322111,False,False,False,2.0
0,3,20.0,10.0,10.0,1.0,4.0,0.7336378211014029,False,False,False,3.0
0,4,20.0,10.0,10.0,1.0,4.0,0.7333734304879762,False,False,False,4.0
0,5,20.0,1.0,10.0,1.0,4.0,0.7333386136170722,False,False,False,5.0
0,6,20.0,3.0,10.0,1.0,4.0,0.73333402867934,False,False,False,6.0
0,7,20.0,3.0,10.0,1.0,4.0,0.7333334249015317,False,False,False,7.0
0,8,20.0,4.0,10.0,1.0,4.0,0.7333333453916969,False,False,False,8.0
0,9,20.0,5.0,10.0,1.0,4.0,0.733333334921266,False,False,False,9.0
0,10,20.0,6.0,10.0,1.0,4.0,0.7333333335424438,False,False,False,10.0
0,11,20.0,9.0,10.0,1.0,4.0,0.7333333333608705,False,False,False,11.0
0,12,20.0,10.0,10.0,1.0,4.0,0.7333333333369597,False,False,False,12.0
0,13,20.0,10.0,10.0,1.0,4.0,0.7333333333338109,False,False,False,13.0
0,14,20.0,10.0,10.0,1.0,4.0,0.7333333333333963,False,False,False,14.0
0,15,20.0,10.0,10.0,1.0,4.0,0.7333333333333415,False,False,False,15.0
0,16,20.0,10.0,10.0,1.0,4.0,0.7333333333333344,False,False,False,16.0
0,17,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,17.0
0,18,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,18.0
0,19,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,19.0
0,20,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,20.0
0,21,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,21.0
0,22,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,22.0
0,23,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,23.0
0,24,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,24.0
0,25,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,25.0
0,26,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,26.0
0,27,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,27.0
0,28,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,28.0
0,29,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,29.0
0,30,20.0,10.0,10.0,1.0,,0.7333333333333334,False,True,False,30.0
1,0,25.0,10.0,6.0,10.0,3.0,0.0,False,False,False,0.0
1,1,29.0,10.0,2.0,5.0,4.0,0.9491083676268861,False,False,False,1.0
1,2,26.0,1.0,10.0,8.0,4.0,0.8485794283843361,False,False,False,2.0
1,3,21.0,10.0,10.0,10.0,3.0,0.7195660152604887,False,False,False,3.0
1,4,24.0,1.0,10.0,7.0,4.0,0.8183516288957571,False,False,False,4.0
1,5,21.0,9.0,10.0,10.0,3.0,0.7155853996899761,False,False,False,5.0
1,6,24.0,1.0,9.0,6.0,4.0,0.8178274326066362,False,False,False,6.0
1,7,21.0,4.0,10.0,10.0,3.0,0.7155163697259769,False,False,False,7.0
1,8,24.0,10.0,8.0,5.0,3.0,0.8178183422410066,False,False,False,8.0
1,9,29.0,5.0,4.0,2.0,4.0,0.9470652412278966,False,False,False,9.0
1,10,26.0,7.0,5.0,2.0,4.0,0.8483103747021646,False,False,False,10.0
1,11,21.0,10.0,10.0,10.0,1.0,0.7195305843229187,False,False,False,11.0
1,12,20.0,10.0,10.0,10.0,1.0,0.7025719287997259,False,False,False,12.0
1,13,20.0,10.0,10.0,10.0,1.0,0.7003386902123095,False,False,False,13.0
1,14,20.0,10.0,10.0,10.0,1.0,0.7000446011802218,False,False,False,14.0
1,15,20.0,10.0,10.0,10.0,1.0,0.7000058734064489,False,False,False,15.0
1,16,20.0,10.0,10.0,10.0,1.0,0.7000007734527012,False,False,False,16.0
1,17,20.0,10.0,10.0,10.0,1.0,0.7000001018538536,False,False,False,17.0
1,18,20.0,10.0,10.0,10.0,1.0,0.7000000134128532,False,False,False,18.0
1,19,20.0,10.0,10.0,10.0,1.0,0.7000000017663016,False,False,False,19.0
1,20,20.0,10.0,10.0,10.0,1.0,0.7000000002325995,False,False,False,20.0
1,21,20.0,10.0,10.0,10.0,1.0,0.7000000000306303,False,False,False,21.0
1,22,20.0,10.0,10.0,10.0,1.0,0.7000000000040337,False,False,False,22.0
1,23,20.0,10.0,10.0,10.0,1.0,0.7000000000005312,False,False,False,23.0
1,24,20.0,10.0,10.0,10.0,1.0,0.7000000000000699,False,False,False,24.0
1,25,20.0,10.0,10.0,10.0,1.0,0.7000000000000092,False,False,False,25.0
1,26,20.0,10.0,10.0,10.0,1.0,0.7000000000000012,False,False,False,26.0
1,27,20.0,10.0,10.0,10.0,1.0,0.7000000000000002,False,False,False,27.0
1,28,20.0,10.0,10.0,10.0,1.0,0.7000000000000001,False,False,False,28.0
1,29,20.0,10.0,10.0,10.0,1.0,0.7000000000000001,False,False,False,29.0
1,30,20.0,10.0,10.0,10.0,,0.7000000000000001,False,True,False,30.0
2,0,25.0,10.0,10.0,1.0,4.0,0.0,False,False,False,0.0
2,1,21.0,10.0,10.0,1.0,4.0,0.750891632373114,False,False,False,1.0
2,2,20.0,10.0,10.0,1.0,4.0,0.735645537322111,False,False,False,2.0
2,3,20.0,10.0,10.0,1.0,4.0,0.7336378211014029,False,False,False,3.0
2,4,20.0,10.0,10.0,1.0,4.0,0.7333734304879762,False,False,False,4.0
2,5,20.0,10.0,10.0,1.0,4.0,0.7333386136170722,False,False,False,5.0
2,6,20.0,10.0,10.0,1.0,4.0,0.73333402867934,False,False,False,6.0
2,7,20.0,10.0,10.0,1.0,4.0,0.7333334249015317,False,False,False,7.0
2,8,20.0,10.0,10.0,1.0,4.0,0.7333333453916969,False,False,False,8.0
2,9,20.0,10.0,10.0,1.0,4.0,0.733333334921266,False,False,False,9.0
2,10,20.0,10.0,10.0,1.0,4.0,0.7333333335424438,False,False,False,10.0
2,11,20.0,10.0,10.0,1.0,4.0,0.7333333333608705,False,False,False,11.0
2,12,20.0,10.0,10.0,1.0,4.0,0.7333333333369597,False,False,False,12.0
2,13,20.0,10.0,10.0,1.0,4.0,0.7333333333338109,False,False,False,13.0
2,14,20.0,10.0,10.0,1.0,4.0,0.7333333333333963,False,False,False,14.0
2,15,20.0,10.0,10.0,1.0,4.0,0.7333333333333415,False,False,False,15.0
2,16,20.0,10.0,10.0,1.0,4.0,0.7333333333333344,False,False,False,16.0
2,17,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,17.0
2,18,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,18.0
2,19,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,19.0
2,20,20.0,10.0,10.0,1.0,4.0,0.7333333333333334,False,False,False,20.0
